type	drugbank_id	name	cal_logp	cal_logs	cal_water_solubility	cal_molecular_weight	cal_polar_surface_area	cal_refractivity	cal_polarizability	cal_rotatable_bond_count	cal_h_bond_acceptor_count	cal_h_bond_donor_count	cal_pka_acidic	cal_pka_basic	cal_physiological_charge	cal_number_of_rings	cal_bioavailability	cal_rule_of_five	exp_molecular_weight	exp_logp	exp_pka	half_life
small molecule	DB08631	N-(4-CHLOROPHENYL)-1,2,3,4-TETRAHYDROISOQUINOLINE-7-SULFONAMIDE	2.38	-4.4	1.37e-02 g/l	322.81	58.2	84.25	31.66	2	3	2	7.74	8.83	1	3	1	true				
small molecule	DB08632	1,3,5-BENZENETRICARBOXYLIC ACID	0.87	-2.4	8.37e-01 g/l	210.1403	111.9	47.83	18.34	3	6	3	3.14		-3	1	1	true				
small molecule	DB08633	(CHLOROACETYL)CARBAMIC ACID (3R,4S,5S,5R)-5-METHOXY-4-[(2R,3R)-2-METHYL-3-(3-METHYL-2-BUTENYL)OXIRANYL]-1-OXASPIRO[2.5]OCT-6-YL ESTER	2.52	-4.2	2.34e-02 g/l	401.882	89.69	98.45	41.47	7	5	1	7.31	-3.7	0	3	1	true				
small molecule	DB08634	6-BENZYL-1-BENZYLOXYMETHYL-5-ISOPROPYL URACIL	3.42	-4.7	7.88e-03 g/l	364.4376	58.64	105.28	39.6	7	3	1	10.23	-3.9	0	3	1	true				
small molecule	DB08635	N-(TRANS-4'-NITRO-4-STILBENYL)-N-METHYL-5-AMINO-PENTANOIC ACID	4.41	-5.3	1.74e-03 g/l	354.3997	86.36	103.41	39.61	9	5	1	4.69	5.46	-1	2	1	true				
small molecule	DB08636	(3E)-4-(2-HYDROXYPHENYL)-2-OXOBUT-3-ENOIC ACID	1.86	-2.5	6.23e-01 g/l	192.1681	74.6	50.39	18.48	3	4	2	2.93	-6.4	-1	1	1	true				
small molecule	DB08637	4-(2-METHOXYPHENYL)-2-OXOBUT-3-ENOIC ACID	1.88	-2.9	2.84e-01 g/l	206.1947	63.6	54.87	20.46	4	4	1	3.03	-4.8	-1	1	1	true				
small molecule	DB08638	2-AMINO-3-(1-HYDROPEROXY-1H-INDOL-3-YL)PROPAN-1-OL	0.43	-1.9	2.51e+00 g/l	222.2405	80.64	60.86	22.94	4	4	3	11.4	9.31	1	2	1	true				
small molecule	DB08639	4-[4-(2,4,6-TRIMETHYL-PHENYLAMINO)-PYRIMIDIN-2-YLAMINO]-BENZONITRILE	4.12	-4.3	1.70e-02 g/l	329.3984	73.63	100.8	37.16	4	5	2	12.93	5.16	0	3	1					
small molecule	DB08640	(2S,3S)-3-FORMYL-2-({[(4-METHYLPHENYL)SULFONYL]AMINO}METHYL)PENTANOIC ACID	0.43	-2.4	1.20e+00 g/l	313.369	100.54	78.03	31.01	7	5	2	3.58	-7	-1	1	1	true				
small molecule	DB08641	(2S,3S)-3-FORMYL-2-({[(4-NITROPHENYL)SULFONYL]AMINO}METHYL)PENTANOIC ACID	0.59	-3.4	1.25e-01 g/l	344.34	146.36	80.31	31.27	8	7	2	3.12	-7	-1	1	1	true				
small molecule	DB08642	(2R,6S)-6-{[methyl(3,4,5-trimethoxyphenyl)amino]methyl}-1,2,5,6,7,8-hexahydroquinazoline-2,4-diamine	1.3	-3.2	2.37e-01 g/l	375.4653	107.36	106.33	41.65	6	8	3		7.43	1	3	1	true				
small molecule	DB08643	2-(2-{2-[(BIPHENYL-4-YLMETHYL)-AMINO]-3-MERCAPTO-PENTANOYLAMINO}-ACETYLAMINO)-3-METHYL-BUTYRIC ACID METHYL ESTER	3.21	-5.4	1.65e-03 g/l	457.586	96.53	126.61	50.29	12	4	4	9.97	7.62	1	2	1	true				
small molecule	DB08644	{1-[2-(1-FORMYL-PROPYL)-3-METHANESULFONYLAMINO-PYRROLIDINE-1-CARBONYL]-2-METHYL-PROPYL}-CARBAMIC ACID TERT-BUTYL ESTER	1.11	-2.7	8.26e-01 g/l	433.563	121.88	108.25	46.01	9	5	2	10.36	-3.1	0	1	1	true				
small molecule	DB08645	6-CHLORO-3-(DICHLOROMETHYL)-3,4-DIHYDRO-2H-1,2,4-BENZOTHIADIAZINE-7-SULFONAMIDE 1,1-DIOXIDE	0.86	-3	4.15e-01 g/l	380.656	118.36	77.44	32	2	5	3	8.32	-4.1	0	2	1	true				
small molecule	DB08646	TRW3-(2-AMINO-3-HYDROXY-PROPYL)-6-(N'-CYCLOHEXYL-HYDRAZINO)OCTAHYDRO-INDOL-7-OL	2.5	-3.5	1.08e-01 g/l	310.3504	103.17	92.16	33.85	6	5	5	9.4	7.64	1	3	1	true				
small molecule	DB08647	TRAZEOLIDE	4.56	-5.5	8.98e-04 g/l	316.4345	54.37	92.55	36.76	5	3	1	3.93	-7.5	-1	2	1	true				
small molecule	DB08648	8-HYDROXY-2-OXA-BICYCLO[3.3.1]NON-6-ENE-3,5-DICARBOXYLIC ACID	-0.14	-0.47	7.81e+01 g/l	228.1987	104.06	51.19	20.43	2	6	3	3.31	-3.3	-2	2	1	true				
small molecule	DB08649	(1S)-1-AMINO-2-(1H-INDOL-3-YL)ETHANOL	0.72	-1.5	5.89e+00 g/l	176.2151	62.04	51.51	18.93	2	2	3	14.15	8.92	1	2	1	true				
small molecule	DB08650	(1R,3S,5S,8R)-8-HYDROXY-2-OXABICYCLO[3.3.1]NON-6-ENE-3,5-DICARBOXYLIC ACID	-0.14	-0.47	7.81e+01 g/l	228.1987	104.06	51.19	20.32	2	6	3	3.31	-3.3	-2	2	1	true				
small molecule	DB08651	3'-THIO-THYMIDINE-5'-PHOSPHATE	-0.66	-2.4	1.25e+00 g/l	338.274	125.4	72.44	29.53	4	6	4	1.28	-4.2	-2	2	1	true				
small molecule	DB08652	2-(1H-INDOL-3-YL)ACETAMIDE	1.17	-2	1.67e+00 g/l	174.1992	58.88	50.27	18.23	2	1	2	15.94	-2.5	0	2	1	true				
small molecule	DB08653	2-(1H-INDOL-3-YL)ETHANAMINE	1.21	-2.1	1.34e+00 g/l	160.2157	41.81	50.37	18.34	2	1	2	17.17	9.73	1	2	1	true				
small molecule	DB08654	TRANS-(1S,2S)-2-AMINO-1,2,3,4-TETRAHYDRONAPHTHALEN-1-OL	0.28	-1.2	1.08e+01 g/l	163.2163	46.25	48.07	18.05	0	2	2	13.89	9.42	1	2	1	true				
small molecule	DB08655	9-ACETYL-2,3,4,9-TETRAHYDRO-1H-CARBAZOL-1-ONE	2.7	-3.1	1.88e-01 g/l	227.2585	39.07	64.56	24.52	0	2	0	15.91	-3.6	0	3	1	true				
small molecule	DB08656	5-amino-2-methyl-N-[(1R)-1-naphthalen-1-ylethyl]benzamide	3.79	-5.7	5.72e-04 g/l	304.3856	55.12	95.26	34.34	3	2	2	15.62	3.77	0	3	1	true				
small molecule	DB08657	2-(4-(2-((3-(5-(PYRIDIN-2-YLTHIO)THIAZOL-2-YL)UREIDO)METHYL)-1H-IMIDAZOL-4-YL)PHENOXY)ACETIC ACID	2.71	-5.3	2.47e-03 g/l	482.535	142.12	123.38	49.17	9	7	4	3.58	5.19	-1	4	1	true				
small molecule	DB08658	ETHYL HYDROGEN DIETHYLAMIDOPHOSPHATE	0.28	-0.59	4.64e+01 g/l	181.1699	49.77	44.71	17.93	5	2	1	3.02		-1	0	1	true				
small molecule	DB08659	2-(hydrazinocarbonyl)-3-phenyl-1H-indole-5-sulfonamide	1.48	-3.8	4.87e-02 g/l	330.362	131.07	87.88	33.21	3	4	4	10.09	2.87	0	3	1	true				
small molecule	DB08660	1,2,5,8-tetrahydroxyanthracene-9,10-dione	2.2	-2.7	5.49e-01 g/l	272.2097	115.06	69.07	25.07	0	6	4	7.5	-4.4	0	3	1	true				
small molecule	DB08661	1-(2,5-dideoxy-5-pyrrolidin-1-yl-beta-L-erythro-pentofuranosyl)-5-methylpyrimidine-2,4(1H,3H)-dione	-0.4	-0.87	3.99e+01 g/l	295.3342	82.11	74.68	30.16	3	5	2	9.99	8.78	1	3	1	true				
small molecule	DB08662	3-[1-(4-BROMO-PHENYL)-2-METHYL-PROPYL]-4-HYDROXY-CHROMEN-2-ONE	4.76	-5.2	2.25e-03 g/l	373.24	46.53	93.82	35.5	3	2	1	6	-6.7	-1	3	1	true				
small molecule	DB08663	4-HYDROXY-7-METHOXY-3-(1-PHENYL-PROPYL)-CHROMEN-2-ONE	3.79	-4	2.96e-02 g/l	310.3438	55.76	88.11	33.2	4	3	1	6.54	-4.8	-1	3	1	true				
small molecule	DB08664	({3-[1-(4-HYDROXY-2-OXO-2H-CHROMEN-3-YL)-PROPYL]-PHENYLCARBAMOYL}-METHYL)-CARBAMIC ACID TERT-BUTYL ESTER	3.59	-5	4.64e-03 g/l	452.4996	113.96	124.74	48.24	8	4	3	6.26	-6.6	-1	3	1	true				
small molecule	DB08665	6,11-DIHYDRO-11-ETHYL-6-METHYL-9-NITRO-5H-PYRIDO[2,3-B][1,5]BENZODIAZEPIN-5-ONE	2.08	-3.1	2.55e-01 g/l	298.2967	82.26	82.26	29.6	2	5	0		3.73	0	3	1	true				
small molecule	DB08666	5-imino-4-(3-trifluoromethyl-phenylazo)-5H-pyrazol-3-ylamine	2.97	-4.3	1.34e-02 g/l	268.198	99.31	83.5	22.28	3	6	2		3.9	0	2	1	true				
small molecule	DB08667	4-(4-fluoro-phenylazo)-5-imino-5H-pyrazol-3-ylamine	2.21	-4.1	1.74e-02 g/l	218.1905	99.31	77.74	19.84	2	6	2		4.19	0	2	1	true				
small molecule	DB08668	 3-(5-amino-3-imino-3H-pyrazol-4-ylazo)-benzoic acid	1.44	-3.6	6.61e-02 g/l	244.2095	136.61	84.78	22.74	3	8	3	3.99	4.95	-1	2	1	true				
small molecule	DB08669	METHYL N-[(2S,3R)-3-AMINO-2-HYDROXY-3-(4-METHYLPHENYL)PROPANOYL]-D-ALANYL-D-LEUCINATE	0.92	-3.4	1.64e-01 g/l	393.4772	130.75	104.4	41.48	10	5	4	11.97	8.12	1	1	1	true				
small molecule	DB08670	METHYL N-[(2S,3R)-3-AMINO-2-HYDROXY-3-(4-ISOPROPYLPHENYL)PROPANOYL]-D-ALANYL-D-LEUCINATE	1.61	-4.1	3.08e-02 g/l	421.5304	130.75	113.55	46.24	11	5	4	11.98	8.12	1	1	1	true				
small molecule	DB08671	5-IMINO-4-(2-TRIFLUOROMETHYL-PHENYLAZO)-5H-PYRAZOL-3-YLAMINE	3.04	-4.3	1.32e-02 g/l	268.198	99.31	83.5	22.01	3	6	2		3.91	0	2	1	true				
small molecule	DB08672	4-[(3R)-3-{[2-(4-FLUOROPHENYL)-2-OXOETHYL]AMINO}BUTYL]BENZAMIDE	2.68	-5.1	2.61e-03 g/l	328.3806	72.19	92.28	35.19	8	3	2	14.76	8.23	1	2	1	true				
small molecule	DB08673	4-[(5-ISOPROPYL-1,3-THIAZOL-2-YL)AMINO]BENZENESULFONAMIDE	2.48	-3.4	1.08e-01 g/l	297.396	85.08	75.44	30.65	4	4	2	10.71	3.86	0	2	1	true				
small molecule	DB08674	(20S)-19,20,21,22-TETRAHYDRO-19-OXO-5H-18,20-ETHANO-12,14-ETHENO-6,10-METHENO-18H-BENZ[D]IMIDAZO[4,3-K][1,6,9,12]OXATRIAZA-CYCLOOCTADECOSINE-9-CARBONITRILE	2.51	-3.6	1.00e-01 g/l	435.4772	83.18	124.12	44.76	0	4	1	17.65	6.68	0	6	1	true				
small molecule	DB08675	(6E)-7-{6-[(1E)-OCT-1-ENYL]-2,3-DIAZABICYCLO[2.2.1]HEPT-2-EN-5-YL}HEPT-6-ENOIC ACID	5.96	-6.1	2.70e-04 g/l	332.4803	62.02	99.23	40.17	12	4	1	4.39	1.06	-1	2	0					
small molecule	DB08676	(20S)-19,20,22,23-TETRAHYDRO-19-OXO-5H,21H-18,20-ETHANO-12,14-ETHENO-6,10-METHENOBENZ[D]IMIDAZO[4,3-L][1,6,9,13]OXATRIAZACYCLONOADECOSINE-9-CARBONITRILE	2.43	-3.6	1.16e-01 g/l	453.5356	83.18	129.92	49.25	0	5	1	17.66	7.61	1	6	1	true				
small molecule	DB08677	N-(5-ISOPROPYL-THIAZOL-2-YL)-2-PYRIDIN-3-YL-ACETAMIDE	1.77	-2.9	3.67e-01 g/l	261.343	54.35	73.64	27.74	3	4	1	10.07	4.87	0	2	1	true				
small molecule	DB08678	(4-ETHYLPHENYL)SULFAMIC ACID	0.59	-2.2	1.30e+00 g/l	201.243	66.4	49.62	19.85	2	3	2	-0.95	-9.8	-1	1	1	true				
small molecule	DB08679	2-METHYL-FURAN-3-CARBOTHIOIC ACID [4-CHLORO-3-(3-METHYL-BUT-2-ENYLOXY)-PHENYL]-AMIDE	4.07	-4.4	1.23e-02 g/l	335.848	34.4	97.63	35.62	5	1	1	10.85	-2.8	0	2	1					
small molecule	DB08680	N-[4-CLORO-3-(T-BUTYLOXOME)PHENYL-2-METHYL-3-FURAN-CARBOTHIAMIDE	5.11	-4.6	8.43e-03 g/l	350.863	46.76	100.74	36.85	5	2	1	10.87	2.52	0	2	1					
small molecule	DB08681	1-METHYL ETHYL 2-CHLORO-5-[[[(1-METHYLETHOXY)THIOOXO]METHYL]AMINO]-BENZOATE	4.11	-5.1	2.68e-03 g/l	315.816	47.56	85.7	32.62	6	2	1	10.65	-2.1	0	1	1	true				
small molecule	DB08682	1-METHYL ETHYL 1-CHLORO-5-[[(5,6DIHYDRO-2-METHYL-1,4-OXATHIIN-3-YL)CARBONYL]AMINO]BENZOATE	3.5	-4.2	2.13e-02 g/l	355.836	64.63	95.09	36.18	5	3	1	12.89	-2.1	0	2	1	true				
small molecule	DB08683	REL-(9R,12S)-9,10,11,12-TETRAHYDRO-9,12-EPOXY-1H-DIINDOLO[1,2,3-FG:3',2',1'-KL]PYRROLO[3,4-I][1,6]BENZODIAZOCINE-1,3(2H)-DIONE	3.2	-3.8	6.22e-02 g/l	393.3942	65.26	110.25	41.47	0	3	1	8.03	-4.4	0	8	1	true				
small molecule	DB08684	O-DECYL HYDROGEN THIOCARBONATE	5.54	-4.7	4.71e-03 g/l	218.356	26.3	62.16	26.88	10	1	1	3		-1	0	1	true				
small molecule	DB08685	1-(1,4-dimethyl-1,2,3,4-tetrahydroquinoxalin-6-yl)methanamine	1.52	-1.1	1.37e+01 g/l	191.2728	32.5	61.42	22.49	1	3	1		9.72	1	2	1	true				
small molecule	DB08686	5,6,7,8,9,10-HEXAHYDRO-4-HYDROXY-3-(1-PHENYLPROPYL)CYCLOOCTA[B]PYRAN-2-ONE	4.96	-4.2	1.94e-02 g/l	312.4028	46.53	92.82	35.2	3	2	1	7.59	-6	0	3	1	true				
small molecule	DB08687	N-[(1-CHLORO-4-HYDROXYISOQUINOLIN-3-YL)CARBONYL]GLYCINE	2.39	-3.2	1.67e-01 g/l	280.664	99.52	67.89	25.93	3	5	3	3.18	-2.1	-1	2	1	true				
small molecule	DB08688	undecan-2-one	4.25	-4.2	1.18e-02 g/l	170.2918	17.07	53.03	22.66	8	1	0	19.64	-7.3	0	0	1	true				
small molecule	DB08689	UBIQUINONE-1	2.2	-3	2.39e-01 g/l	250.2903	52.6	72.38	26.85	4	4	0		-4.7	0	1	1	true				
small molecule	DB08690	UBIQUINONE-2	3.75	-4.5	1.00e-02 g/l	318.4073	52.6	96.18	35.78	7	4	0		-4.7	0	1	1	true				
small molecule	DB08691	ethyl 3-[(E)-2-amino-1-cyanoethenyl]-6,7-dichloro-1-methyl-1H-indole-2-carboxylate	3.53	-4	3.59e-02 g/l	338.189	81.04	86.6	32.76	4	3	1		2.04	0	2	1	true				
small molecule	DB08692	D-1-(4-CHLOROPHENYL)-2-(ACETAMIDO)ETHANE BORONIC ACID	0.76	-3.1	2.15e-01 g/l	258.486	89.79	59.79	25.22	4	4	4	11.6	-0.46	-1	1	1	true				
small molecule	DB08693	L-1-(4-CHLOROPHENYL)-2-(ACETAMIDO)ETHANE BORONIC ACID	0.76	-3.1	2.15e-01 g/l	258.486	89.79	59.79	25.33	4	4	4	11.6	-0.46	-1	1	1	true				
small molecule	DB08694	9-amino-5-(2-aminopyrimidin-4-yl)pyrido[3',2':4,5]pyrrolo[1,2-c]pyrimidin-4-ol	0.66	-2.9	3.73e-01 g/l	293.2834	128.24	82.69	29.11	1	7	3	9.81	4.7	0	4	1	true				
small molecule	DB08695	3-(4-nitrophenyl)-1H-pyrazole	2.27	-2	1.75e+00 g/l	189.1708	74.5	51.83	18.12	2	3	1	14.74	2.01	0	2	1	true				
small molecule	DB08696	5-{2-[1-(1-METHYL-PROPYL)-7A-METHYL-OCTAHYDRO-INDEN-4-YLIDENE]-ETHYLIDENE}-2-METHYLENE-CYCLOHEXANE-1,3-DIOL	5.35	-4.5	9.70e-03 g/l	344.5307	40.46	106.23	42.36	3	2	2	14.19	-3	0	3	1	true				
small molecule	DB08697	4-(2-aminoethoxy)-N-(3-chloro-5-piperidin-1-ylphenyl)-3,5-dimethylbenzamide	4.12	-5.1	3.18e-03 g/l	401.93	67.59	117.46	45.78	6	4	2	12.31	9.28	1	3	1	true				
small molecule	DB08698	1-[(3S)-5-PHENYL-3-THIOPHEN-2-YL-3H-1,4-BENZODIAZEPIN-2-YL]AZETIDIN-3-OL	3.6	-4.8	6.30e-03 g/l	373.471	48.19	109.61	40.61	2	4	1	14.76	3.82	0	5	1	true				
small molecule	DB08699	1-tert-butyl-3-(3-methylbenzyl)-1H-pyrazolo[3,4-d]pyrimidin-4-amine	3.38	-3.8	5.09e-02 g/l	295.3821	69.62	101.08	32.93	3	4	1	19.98	6.39	0	3	1	true				
small molecule	DB08700	3-[(1R)-1-(2,6-dichloro-3-fluorophenyl)ethoxy]-5-(1-piperidin-4-yl-1H-pyrazol-4-yl)pyridin-2-amine	3.82	-4.9	6.11e-03 g/l	450.337	77.99	128.43	45.44	5	5	2		10.12	1	4	1	true				
small molecule	DB08701	2-(3-BROMOPHENYL)-6-[(2-HYDROXYETHYL)AMINO]-1H-BENZO[DE]ISOQUINOLINE-1,3(2H)-DIONE	3.5	-4.6	1.14e-02 g/l	411.249	69.64	104.55	39.52	4	4	2	15.59	2.24	0	4	1	true				
small molecule	DB08702	2,5-DIPHENYLFURAN-3,4-DICARBOXYLIC ACID	3.39	-4	3.21e-02 g/l	308.2849	87.74	83.11	31.37	4	4	2	4.36	-5.2	-2	3	1	true				
small molecule	DB08703	12-(2-hydroxyethyl)-2-(1-methylethoxy)-13,14-dihydronaphtho[2,1-a]pyrrolo[3,4-c]carbazol-5(12H)-one	4.53	-4.9	5.79e-03 g/l	424.4911	63.82	126.33	48.27	4	4	1	15.46	0.48	0	6	1	true				
small molecule	DB08704	[[(3R,4R,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-(pentanoylamino)oxan-2-ylidene]amino] N-phenylcarbamate	0.46	-2.6	8.83e-01 g/l	395.407	149.71	98.08	40.8	8	8	5	11.81	-0.41	0	2	1	true				
small molecule	DB08705	6-(5-BROMO-2-HYDROXYPHENYL)-2-OXO-4-PHENYL-1,2-DIHYDROPYRIDINE-3-CARBONITRILE	4.01	-4.8	5.67e-03 g/l	367.196	73.12	92.76	33.75	2	3	2	6.87	-5.4	-1	3	1	true				
small molecule	DB08706	(2S)-({(5Z)-5-[(5-ETHYL-2-FURYL)METHYLENE]-4-OXO-4,5-DIHYDRO-1,3-THIAZOL-2-YL}AMINO)(4-FLUOROPHENYL)ACETIC ACID	2.76	-4	3.49e-02 g/l	374.386	91.9	95.7	36.65	5	5	2	3.88	-0.59	-1	3	1	true				
small molecule	DB08707	4-[3-(4-chlorophenyl)-2,1-benzisoxazol-5-yl]pyrimidin-2-amine	4.31	-3.7	6.21e-02 g/l	322.748	77.83	89.47	32.66	2	4	1	16.54	4.08	0	4	1	true				
small molecule	DB08708	N-cyclohexyl-3-[3-(trifluoromethyl)phenyl][1,2,4]triazolo[4,3-b]pyridazin-6-amine	4.37	-4.5	1.19e-02 g/l	361.3642	55.11	116.59	35.02	4	4	1	18.45	1.84	0	4	1	true				
small molecule	DB08709	2,3-diphenyl-1H-indole-7-carboxylic acid	5.01	-5.7	6.92e-04 g/l	313.3493	53.09	94.55	34.39	3	2	2	3.1		-1	4	1	true				
small molecule	DB08710	(5Z)-5-[(5-ETHYL-2-FURYL)METHYLENE]-2-{[(S)-(4-FLUOROPHENYL)(1H-TETRAZOL-5-YL)METHYL]AMINO}-1,3-THIAZOL-4(5H)-ONE	2.56	-3.5	1.14e-01 g/l	398.414	109.06	105.81	38.64	5	6	2	3.94	-0.63	-1	4	1	true				
small molecule	DB08711	VANILLATE	2.12	-1.7	3.57e+00 g/l	182.1733	55.76	46.53	18.09	3	3	1	9	-4.9	0	1	1	true				
small molecule	DB08712	11-[(MERCAPTOCARBONYL)OXY]UNDECANOIC ACID	3.82	-4.2	1.51e-02 g/l	262.366	63.6	68.43	30.03	12	3	2	2.99		-2	0	1	true				
small molecule	DB08713	2,6-DIMETHYL-1-(3-[3-METHYL-5-ISOXAZOLYL]-PROPANYL)-4-[2N-METHYL-2H-TETRAZOL-5-YL]-PHENOL	3.05	-3.5	1.05e-01 g/l	327.3809	78.86	115.22	36.82	6	5	0		1.64	0	3	1	true				
small molecule	DB08714	2,6-DIMETHYL-1-(3-[3-METHYL-5-ISOXAZOLYL]-PROPANYL)-4-[4-METHYL-2H-TETRAZOL-2-YL]-PHENOL	3.05	-3.5	1.06e-01 g/l	327.3809	78.86	104.21	36.84	6	5	0		1.64	0	3	1	true				
small molecule	DB08715	2,6-DIMETHYL-1-(3-[3-METHYL-5-ISOXAZOLYL]-PROPANYL)-4-[2-METHYL-4-ISOXAZOLYL]-PHENOL	4.46	-4.1	2.59e-02 g/l	326.3896	61.29	92.55	37.69	6	3	0		1.66	0	3	1	true				
small molecule	DB08717	[(2S)-4-methyl-3-oxo-2,3,4,5-tetrahydro-1H-1,4-benzodiazepin-2-yl]acetic acid	0.39	-1.8	3.67e+00 g/l	234.2512	69.64	63.04	23.6	2	4	2	4.42	1.34	-1	2	1	true				
small molecule	DB08718	4-(3-ethylthiophen-2-yl)benzene-1,2-diol	3.09	-3.7	4.43e-02 g/l	220.287	40.46	61.69	23.37	2	2	2	8.99	-6.3	0	2	1	true				
small molecule	DB08719	5-(5-(6-CHLORO-4-(4,5-DIHYDRO-2-OXAZOLYL)PHENOXY)PENTYL)-3-METHYL ISOXAZOLE	4.48	-4.3	1.72e-02 g/l	348.824	56.85	93.84	38.42	8	3	0		3.29	0	3	1	true				
small molecule	DB08720	5-(5-(4-(4,5-dihydro-2-oxazoly)phenoxy)pentyl)-3-methyl osoxazole	3.93	-4.1	2.73e-02 g/l	314.3789	56.85	89.04	36.29	8	3	0		3.99	0	3	1	true				
small molecule	DB08721	5-(5-(2,6-dichloro-4-(4,5-dihydro-2-oxazolyl)phenoxy)pentyl)-3-(hydroxyethyl oxymethyleneoxymethyl) isoxazole	3.97	-4.2	2.97e-02 g/l	473.347	95.54	117.24	50.29	14	6	1	15.12	2.73	0	3	1	true				
small molecule	DB08722	5-(7-(6-chloro-4-(5-hydro-4-methyl-2-oxazolyl)phenoxy)heptyl)-3-methyl isoxazole	5.66	-4.7	7.16e-03 g/l	390.904	56.85	107.46	44.71	10	3	0		3.06	0	3	1					
small molecule	DB08723	5-(5-(2,6-DICHLORO-4-(4,5-DIHYDRO-2-OXAZOLY)PHENOXY)PENTYL)-3-METHYL ISOXAZOLE	4.92	-4.5	1.12e-02 g/l	383.269	56.85	98.65	40.55	8	3	0		2.77	0	3	1	true				
small molecule	DB08724	5-(5-(4-(5-hydro-4-methyl-2-oxazolyl)phenoxy)pentyl)-3-methyl isoxazole	4.54	-4.2	2.19e-02 g/l	328.4055	56.85	93.45	38.35	8	3	0		3.73	0	3	1	true				
small molecule	DB08725	5-(7-(5-hydro-4-ethyl-2-oxazolyl)phenoxy)heptyl)-3-methyl isoxazole	5.68	-4.7	7.71e-03 g/l	370.4852	56.85	107.18	44.57	11	3	0		3.72	0	3	0					
small molecule	DB08726	5-(7-(4-(4,5-dihydro-2-oxazolyl)phenoxy)heptyl)-3-methyl isoxazole	4.73	-4.4	1.29e-02 g/l	342.432	56.85	98.24	40.53	10	3	0		3.99	0	3	1	true				
small molecule	DB08727	5-(7-(5-hydro-4-methyl-2-oxazolyl)phenoxy)heptyl)-3-methyl isoxazole	5.15	-4.6	9.85e-03 g/l	356.4586	56.85	102.66	42.67	10	3	0		3.73	0	3	1	true				
small molecule	DB08728	5-(3-(2,6-dichloro-4-(4,5-dihydro-2-oxazolyl)phenoxy)propyl)-3-methyl isoxazole	4.24	-4.2	2.12e-02 g/l	355.216	56.85	89.44	36.32	6	3	0		2.66	0	3	1	true				
small molecule	DB08729	5-ethoxy-4-(1-methyl-7-oxo-3-propyl-6,7-dihydro-1H-pyrazolo[4,3-d]pyrimidin-5-yl)thiophene-2-sulfonamide	2.2	-3.1	3.31e-01 g/l	397.472	128.67	109.46	40.14	6	6	2	8.83	-1.6	0	3	1	true				
small molecule	DB08730	3-FLUORO-5-MORPHOLIN-4-YL-N-[1-(2-PYRIDIN-4-YLETHYL)-1H-INDOL-6-YL]BENZAMIDE	3.92	-5.1	3.51e-03 g/l	444.5007	59.39	128.5	47.92	6	4	1	11.35	5.53	0	5	1	true				
small molecule	DB08731	2-[(1R)-2-carboxy-1-(naphthalen-1-ylmethyl)ethyl]-1,3-dioxo-2,3-dihydro-1H-isoindole-5-carboxylic acid	2.39	-4.8	6.46e-03 g/l	403.3842	111.98	107.74	40.76	6	6	2	3.33	-6.5	-2	4	1	true				
small molecule	DB08732	NALPHA-[(BENZYLOXY)CARBONYL]-N-[(1R)-4-HYDROXY-1-METHYL-2-OXOBUTYL]-L-PHENYLALANINAMIDE	1.55	-4.4	1.46e-02 g/l	398.4522	104.73	108.05	42.25	11	4	3	12.7	-2.4	0	2	1	true				
small molecule	DB08733	(2R,3R)-N^1^-[(1S)-2,2-DIMETHYL-1-(METHYLCARBAMOYL)PROPYL]-N^4^-HYDROXY-2-(2-METHYLPROPYL)-3-{[(1,3-THIAZOL-2-YLCARBONYL)AMINO]METHYL}BUTANEDIAMIDE	0.88	-4.4	2.01e-02 g/l	455.572	149.52	115.67	47.95	11	6	5	8.85	0.38	0	1	1	true				
small molecule	DB08734	6,6-DIMETHYL-1-[3-(2,4,5-TRICHLOROPHENOXY)PROPOXY]-1,6-DIHYDRO-1,3,5-TRIAZINE-2,4-DIAMINE	2.92	-4.1	3.20e-02 g/l	394.684	98.46	94.32	38	6	7	2	20	7.27	1	2	1	true				
small molecule	DB08735	4-HYDROXY-3-[(1S,3R)-3-HYDROXY-1-PHENYLBUTYL]-2H-CHROMEN-2-ONE	2.59	-3.6	8.06e-02 g/l	310.3438	66.76	87.99	32.77	4	3	2	6.4	-2.5	-1	3	1	true				
small molecule	DB08736	4-HYDROXY-3-[(1S,3S)-3-HYDROXY-1-PHENYLBUTYL]-2H-CHROMEN-2-ONE	2.59	-3.6	8.06e-02 g/l	310.3438	66.76	87.99	32.75	4	3	2	6.4	-2.5	-1	3	1	true				
small molecule	DB08737	(3AS,4R,9BR)-4-(4-HYDROXYPHENYL)-1,2,3,3A,4,9B-HEXAHYDROCYCLOPENTA[C]CHROMEN-9-OL	3.77	-4.1	2.26e-02 g/l	282.3337	49.69	80.5	30.07	1	3	2	9.35	-4.9	0	4	1	true				
small molecule	DB08738	1-{3-oxo-3-[(2S)-2-(pyrrolidin-1-ylcarbonyl)pyrrolidin-1-yl]propyl}-3-phenylquinoxalin-2(1H)-one	2.31	-3.8	6.60e-02 g/l	444.5255	73.29	127.26	48.36	5	4	0		-1.4	0	5	1	true				
