drugbank_id	name	type	groups	atc_codes	categories	inchikey	inchi	description
DB08298	(2S)-2-(6-methoxynaphthalen-2-yl)propanoic acid	small molecule	experimental			InChIKey=CMWTZPSULFXXJA-VIFPVBQESA-N	InChI=1S/C14H14O3/c1-9(14(15)16)10-3-4-12-8-13(17-2)6-5-11(12)7-10/h3-9H,1-2H3,(H,15,16)/t9-/m0/s1	
DB08299	4-[8-(3-nitrophenyl)-1,7-naphthyridin-6-yl]benzoic acid	small molecule	experimental			InChIKey=QTNUWEKKZHSUQO-UHFFFAOYSA-N	InChI=1S/C21H13N3O4/c25-21(26)14-8-6-13(7-9-14)18-12-16-4-2-10-22-19(16)20(23-18)15-3-1-5-17(11-15)24(27)28/h1-12H,(H,25,26)	
DB08300	1-methyl-3-naphthalen-2-yl-1H-pyrazolo[3,4-d]pyrimidin-4-amine	small molecule	experimental			InChIKey=UOKGZPYGRJDACN-UHFFFAOYSA-N	InChI=1S/C16H13N5/c1-21-16-13(15(17)18-9-19-16)14(20-21)12-7-6-10-4-2-3-5-11(10)8-12/h2-9H,1H3,(H2,17,18,19)	
DB08301	N-({[4-(AMINOSULFONYL)PHENYL]AMINO}CARBONYL)-4-METHYLBENZENESULFONAMIDE	small molecule	experimental			InChIKey=HDCXQTPVTAIPNZ-UHFFFAOYSA-N	InChI=1S/C14H15N3O5S2/c1-10-2-6-13(7-3-10)24(21,22)17-14(18)16-11-4-8-12(9-5-11)23(15,19)20/h2-9H,1H3,(H2,15,19,20)(H2,16,17,18)	
DB08302	3-[5-(2-nitropent-1-en-1-yl)furan-2-yl]benzoic acid	small molecule	experimental			InChIKey=IRHZCQDCMUWUKV-RAXLEYEMSA-N	InChI=1S/C16H15NO5/c1-2-4-13(17(20)21)10-14-7-8-15(22-14)11-5-3-6-12(9-11)16(18)19/h3,5-10H,2,4H2,1H3,(H,18,19)/b13-10-	
DB08303	(3S)-3-cyclopentyl-6-methyl-7-[(4-methylpiperazin-1-yl)sulfonyl]-3,4-dihydro-2H-1,2,4-benzothiadiazine 1,1-dioxide	small molecule	experimental			InChIKey=CUMKMTBOHBENJI-SFHVURJKSA-N	InChI=1S/C18H28N4O4S2/c1-13-11-15-17(27(23,24)20-18(19-15)14-5-3-4-6-14)12-16(13)28(25,26)22-9-7-21(2)8-10-22/h11-12,14,18-20H,3-10H2,1-2H3/t18-/m0/s1	
DB08304	(3R)-3-cyclopentyl-7-[(4-methylpiperazin-1-yl)sulfonyl]-3,4-dihydro-2H-1,2-benzothiazine 1,1-dioxide	small molecule	experimental			InChIKey=QZBQVXXESPXFPZ-QGZVFWFLSA-N	InChI=1S/C18H27N3O4S2/c1-20-8-10-21(11-9-20)27(24,25)16-7-6-15-12-17(14-4-2-3-5-14)19-26(22,23)18(15)13-16/h6-7,13-14,17,19H,2-5,8-12H2,1H3/t17-/m1/s1	
DB08305	(3R)-3-cyclopentyl-6-methyl-7-[(4-methylpiperazin-1-yl)sulfonyl]-3,4-dihydro-2H-1,2-benzothiazine 1,1-dioxide	small molecule	experimental			InChIKey=KQAGZLQCEURCKJ-QGZVFWFLSA-N	InChI=1S/C19H29N3O4S2/c1-14-11-16-12-17(15-5-3-4-6-15)20-27(23,24)19(16)13-18(14)28(25,26)22-9-7-21(2)8-10-22/h11,13,15,17,20H,3-10,12H2,1-2H3/t17-/m1/s1	
DB08306	3-{[(3-NITROANILINE]SULFONYL}THIOPHENE-2-CARBOXYLIC ACID	small molecule	experimental			InChIKey=CITCNTPVKZFUAJ-UHFFFAOYSA-N	InChI=1S/C11H8N2O6S2/c14-11(15)10-9(4-5-20-10)21(18,19)12-7-2-1-3-8(6-7)13(16)17/h1-6,12H,(H,14,15)	
DB08307	2-{HYDROXY[2-NITRO-4-(TRIFLUOROMETHYL)PHENYL]METHYLENE}CYCLOHEXANE-1,3-DIONE	small molecule	experimental			InChIKey=PMHVFNYNPNKNRO-UHFFFAOYSA-N	InChI=1S/C14H10F3NO5/c15-14(16,17)7-4-5-8(9(6-7)18(22)23)13(21)12-10(19)2-1-3-11(12)20/h4-6,21H,1-3H2	
DB08308	SUCCINIC ACID MONO-(13-METHYL-3-OXO-2,3,6,7,8,9,10,11,12,13,14,15,16,17-TETRADECAHYDRO-1H-CYCLOPENTA[A]PHENANTHREN-17-YL) ESTER	small molecule	experimental			InChIKey=IRQUJNVGEAJGSD-KIEDKLRZSA-N	InChI=1S/C22H30O5/c1-22-11-10-16-15-5-3-14(23)12-13(15)2-4-17(16)18(22)6-7-19(22)27-21(26)9-8-20(24)25/h12,15-19H,2-11H2,1H3,(H,24,25)/t15-,16+,17+,18-,19+,22-/m0/s1	
DB08309	3-({2-[(4-{[6-(CYCLOHEXYLMETHOXY)-9H-PURIN-2-YL]AMINO}PHENYL)SULFONYL]ETHYL}AMINO)PROPAN-1-OL	small molecule	experimental			InChIKey=AMFGILNPFBVREA-UHFFFAOYSA-N	InChI=1S/C23H32N6O4S/c30-13-4-11-24-12-14-34(31,32)19-9-7-18(8-10-19)27-23-28-21-20(25-16-26-21)22(29-23)33-15-17-5-2-1-3-6-17/h7-10,16-17,24,30H,1-6,11-15H2,(H2,25,26,27,28,29)	
DB08310	N-[(2R)-2-{[(2S)-2-(1,3-benzoxazol-2-yl)pyrrolidin-1-yl]carbonyl}hexyl]-N-hydroxyformamide	small molecule	experimental			InChIKey=QDDZLTVSNABZIK-ZBFHGGJFSA-N	InChI=1S/C19H25N3O4/c1-2-3-7-14(12-21(25)13-23)19(24)22-11-6-9-16(22)18-20-15-8-4-5-10-17(15)26-18/h4-5,8,10,13-14,16,25H,2-3,6-7,9,11-12H2,1H3/t14-,16+/m1/s1	
DB08312	6-CYCLOHEXYLMETHYLOXY-5-NITROSO-PYRIMIDINE-2,4-DIAMINE	small molecule	experimental			InChIKey=DGWXOLHKVGDQLN-UHFFFAOYSA-N	InChI=1S/C11H17N5O2/c12-9-8(16-17)10(15-11(13)14-9)18-6-7-4-2-1-3-5-7/h7H,1-6H2,(H4,12,13,14,15)	
DB08313	nocodazole	small molecule	experimental			InChIKey=KYRVNWMVYQXFEU-UHFFFAOYSA-N	InChI=1S/C14H11N3O3S/c1-20-14(19)17-13-15-9-5-4-8(7-10(9)16-13)12(18)11-3-2-6-21-11/h2-7H,1H3,(H2,15,16,17,19)	
DB08314	(2-AMINO-1,3-OXAZOL-5-YL)-(3-BROMOPHENYL)METHANONE	small molecule	experimental			InChIKey=YDCMMVTWXORJGO-UHFFFAOYSA-N	InChI=1S/C10H7BrN2O2/c11-7-3-1-2-6(4-7)9(14)8-5-13-10(12)15-8/h1-5H,(H2,12,13)	
DB08315	2-AMINO-N,N-BIS(PHENYLMETHYL)-1,3-OXAZOLE-5-CARBOXAMIDE	small molecule	experimental			InChIKey=KIJXWOGFYAWTNC-UHFFFAOYSA-N	InChI=1S/C18H17N3O2/c19-18-20-11-16(23-18)17(22)21(12-14-7-3-1-4-8-14)13-15-9-5-2-6-10-15/h1-11H,12-13H2,(H2,19,20)	
DB08316	4-amino-7,7-dimethyl-7,8-dihydroquinazolin-5(6H)-one	small molecule	experimental			InChIKey=DYPFWRCGECJCBK-UHFFFAOYSA-N	InChI=1S/C10H13N3O/c1-10(2)3-6-8(7(14)4-10)9(11)13-5-12-6/h5H,3-4H2,1-2H3,(H2,11,12,13)	
DB08317	5-methyl-6-phenylquinazoline-2,4-diamine	small molecule	experimental			InChIKey=HUCOXWPHDFINIW-UHFFFAOYSA-N	InChI=1S/C15H14N4/c1-9-11(10-5-3-2-4-6-10)7-8-12-13(9)14(16)19-15(17)18-12/h2-8H,1H3,(H4,16,17,18,19)	
DB08318	6-(2-phenoxyethoxy)-1,3,5-triazine-2,4-diamine	small molecule	experimental			InChIKey=LRQXUZUFSOQMGU-UHFFFAOYSA-N	InChI=1S/C11H13N5O2/c12-9-14-10(13)16-11(15-9)18-7-6-17-8-4-2-1-3-5-8/h1-5H,6-7H2,(H4,12,13,14,15,16)	
DB08319	2'-HYDROXY-1,1'-BIPHENYL-2-SULFINIC ACID	small molecule	experimental			InChIKey=HPKSNFTYZHYEKV-UHFFFAOYSA-N	InChI=1S/C12H10O3S/c13-11-7-3-1-5-9(11)10-6-2-4-8-12(10)16(14)15/h1-8,13H,(H,14,15)	
DB08320	DIETHYL (1R,2S,3R,4S)-5,6-BIS(4-HYDROXYPHENYL)-7-OXABICYCLO[2.2.1]HEPT-5-ENE-2,3-DICARBOXYLATE	small molecule	experimental			InChIKey=NHKDFDHHMHBFLG-COPRSSIGSA-N	InChI=1S/C24H24O7/c1-3-29-23(27)19-20(24(28)30-4-2)22-18(14-7-11-16(26)12-8-14)17(21(19)31-22)13-5-9-15(25)10-6-13/h5-12,19-22,25-26H,3-4H2,1-2H3/t19-,20+,21-,22+	
DB08321	(1S,2S,3R,6R)-4-(hydroxymethyl)-6-(octylamino)cyclohex-4-ene-1,2,3-triol	small molecule	experimental			InChIKey=UPZUHYMBTUUPML-KBXIAJHMSA-N	InChI=1S/C15H29NO4/c1-2-3-4-5-6-7-8-16-12-9-11(10-17)13(18)15(20)14(12)19/h9,12-20H,2-8,10H2,1H3/t12-,13-,14+,15+/m1/s1	
DB08322	2-DEOXY-3,4-BIS-O-[3-(4-HYDROXYPHENYL)PROPANOYL]-L-THREO-PENTARIC ACID	small molecule	experimental			InChIKey=VJLMRHSHSNLOGC-NOPZTHQXSA-N	InChI=1S/C23H20O10/c24-16-7-1-14(2-8-16)5-11-20(28)32-18(13-19(26)27)22(23(30)31)33-21(29)12-6-15-3-9-17(25)10-4-15/h1-12,18,22,24-25H,13H2,(H,26,27)(H,30,31)/b11-5+,12-6+/t18-,22+/m0/s1	
DB08323	3-OXO-N-[(3S)-2-OXOPYRROLIDIN-3-YL]DODECANAMIDE	small molecule	experimental			InChIKey=VEYZCVBECUYIJZ-AWEZNQCLSA-N	InChI=1S/C16H28N2O3/c1-2-3-4-5-6-7-8-9-13(19)12-15(20)18-14-10-11-17-16(14)21/h14H,2-12H2,1H3,(H,17,21)(H,18,20)/t14-/m0/s1	
DB08324	N-3-OXO-DODECANOYL-L-HOMOSERINE LACTONE	small molecule	experimental			InChIKey=PHSRRHGYXQCRPU-AWEZNQCLSA-N	InChI=1S/C16H27NO4/c1-2-3-4-5-6-7-8-9-13(18)12-15(19)17-14-10-11-21-16(14)20/h14H,2-12H2,1H3,(H,17,19)/t14-/m0/s1	
DB08325	2-(2-HYDROXYETHYLAMINO)-6-(3-CHLOROANILINO)-9-ISOPROPYLPURINE	small molecule	experimental			InChIKey=XZEFMZCNXDQXOZ-UHFFFAOYSA-N	InChI=1S/C16H19ClN6O/c1-10(2)23-9-19-13-14(20-12-5-3-4-11(17)8-12)21-16(18-6-7-24)22-15(13)23/h3-5,8-10,24H,6-7H2,1-2H3,(H2,18,20,21,22)	
DB08326	2-(6-HYDROXY-1,3-BENZOTHIAZOL-2-YL)-1,3-THIAZOL-4(5H)-ONE	small molecule	experimental			InChIKey=JJVOROULKOMTKG-UHFFFAOYSA-N	InChI=1S/C10H6N2O2S2/c13-5-1-2-6-7(3-5)16-10(11-6)9-12-8(14)4-15-9/h1-3,13H,4H2	
DB08327	2-(3,6-DIHYDROXYPHENYL)ACETIC ACID	small molecule	experimental			InChIKey=IGMNYECMUMZDDF-UHFFFAOYSA-N	InChI=1S/C8H8O4/c9-6-1-2-7(10)5(3-6)4-8(11)12/h1-3,9-10H,4H2,(H,11,12)	
DB08328	PANTOTHENYL-AMINOETHANOL-11-PIVALIC ACID	small molecule	experimental			InChIKey=BUEKNBNKVUKNIB-LBPRGKRZSA-N	InChI=1S/C16H30N2O6/c1-15(2,3)14(23)24-10-16(4,5)12(21)13(22)18-7-6-11(20)17-8-9-19/h12,19,21H,6-10H2,1-5H3,(H,17,20)(H,18,22)/t12-/m0/s1	
DB08329	SULTHIAME	small molecule	experimental			InChIKey=HMHVCUVYZFYAJI-UHFFFAOYSA-N	InChI=1S/C10H14N2O4S2/c11-18(15,16)10-5-3-9(4-6-10)12-7-1-2-8-17(12,13)14/h3-6H,1-2,7-8H2,(H2,11,15,16)	
DB08330	METHYL (2Z)-3-METHOXY-2-{2-[(E)-2-PHENYLVINYL]PHENYL}ACRYLATE	small molecule	experimental			InChIKey=VEJCBCPEURAYAS-MEAXDALNSA-N	InChI=1S/C19H18O3/c1-21-14-18(19(20)22-2)17-11-7-6-10-16(17)13-12-15-8-4-3-5-9-15/h3-14H,1-2H3/b13-12+,18-14+	
DB08331	N-1H-imidazol-2-yl-N'-[4-(1H-imidazol-2-ylamino)phenyl]benzene-1,4-diamine	small molecule	experimental			InChIKey=JHMXUERQMCJRHG-UHFFFAOYSA-N	InChI=1S/C18H17N7/c1-5-15(24-17-19-9-10-20-17)6-2-13(1)23-14-3-7-16(8-4-14)25-18-21-11-12-22-18/h1-12,23H,(H2,19,20,24)(H2,21,22,25)	
DB08332	[2'-CARBOXYLETHYL]-10-METHYL-ANTHRACENE ENDOPEROXIDE	small molecule	experimental			InChIKey=IOWYALZFEJOVHO-HDICACEKSA-N	InChI=1S/C18H16O4/c1-17-12-6-2-4-8-14(12)18(22-21-17,11-10-16(19)20)15-9-5-3-7-13(15)17/h2-9H,10-11H2,1H3,(H,19,20)/t17-,18+	
DB08333	4-HYDROXYBENZALDEHYDE O-(CYCLOHEXYLCARBONYL)OXIME	small molecule	experimental			InChIKey=YWZBYSBZDQWXGQ-XNTDXEJSSA-N	InChI=1S/C14H17NO3/c16-13-8-6-11(7-9-13)10-15-18-14(17)12-4-2-1-3-5-12/h6-10,12,16H,1-5H2/b15-10+	
DB08334	3-FLUORO-4-HYDROXYBENZALDEHYDE O-(CYCLOHEXYLCARBONYL)OXIME	small molecule	experimental			InChIKey=NPVNUGQNVVMJJP-CXUHLZMHSA-N	InChI=1S/C14H16FNO3/c15-12-8-10(6-7-13(12)17)9-16-19-14(18)11-4-2-1-3-5-11/h6-9,11,17H,1-5H2/b16-9+	
DB08335	4-HYDROXYBENZALDEHYDE O-(3,3-DIMETHYLBUTANOYL)OXIME	small molecule	experimental			InChIKey=IRHAIEVALGHVLW-NTEUORMPSA-N	InChI=1S/C13H17NO3/c1-13(2,3)8-12(16)17-14-9-10-4-6-11(15)7-5-10/h4-7,9,15H,8H2,1-3H3/b14-9+	
DB08336	TERT-BUTYL [(1R)-2-METHYL-1-(1,3,4-OXADIAZOL-2-YL)PROPYL]CARBAMATE	small molecule	experimental			InChIKey=PARUDDGQWSBIIO-MRVPVSSYSA-N	InChI=1S/C11H19N3O3/c1-7(2)8(9-14-12-6-16-9)13-10(15)17-11(3,4)5/h6-8H,1-5H3,(H,13,15)/t8-/m1/s1	
DB08337	TERT-BUTYL [(1S)-2-METHYL-1-(1,3,4-OXADIAZOL-2-YL)PROPYL]CARBAMATE	small molecule	experimental			InChIKey=PARUDDGQWSBIIO-QMMMGPOBSA-N	InChI=1S/C11H19N3O3/c1-7(2)8(9-14-12-6-16-9)13-10(15)17-11(3,4)5/h6-8H,1-5H3,(H,13,15)/t8-/m0/s1	
DB08338	19-(cyclopropylamino)-4,6,7,15-tetrahydro-5H-16,1-(azenometheno)-10,14-(metheno)pyrazolo[4,3-o][1,3,9]triazacyclohexadecin-8(9H)-one	small molecule	experimental			InChIKey=HIJNSOUPEZHEMC-UHFFFAOYSA-N	InChI=1S/C19H21N7O/c27-16-7-2-1-4-12-11-20-26-17(12)24-18(25-19(26)23-13-8-9-13)22-15-6-3-5-14(10-15)21-16/h3,5-6,10-11,13H,1-2,4,7-9H2,(H,21,27)(H2,22,23,24,25)	
DB08339	6-(2,6-DICHLOROPHENYL)-2-{[3-(HYDROXYMETHYL)PHENYL]AMINO}-8-METHYLPYRIDO[2,3-D]PYRIMIDIN-7(8H)-ONE	small molecule	experimental			InChIKey=ZIQFYVPVJZEOFS-UHFFFAOYSA-N	InChI=1S/C21H16Cl2N4O2/c1-27-19-13(9-15(20(27)29)18-16(22)6-3-7-17(18)23)10-24-21(26-19)25-14-5-2-4-12(8-14)11-28/h2-10,28H,11H2,1H3,(H,24,25,26)	
DB08340	N,N'-DIPHENYLPYRAZOLO[1,5-A][1,3,5]TRIAZINE-2,4-DIAMINE	small molecule	experimental			InChIKey=LLYYAUZAGCZEKV-UHFFFAOYSA-N	InChI=1S/C17H14N6/c1-3-7-13(8-4-1)19-16-21-15-11-12-18-23(15)17(22-16)20-14-9-5-2-6-10-14/h1-12H,(H2,19,20,21,22)	
DB08341	4-{[4-{[(1R,2R)-2-(dimethylamino)cyclopentyl]amino}-5-(trifluoromethyl)pyrimidin-2-yl]amino}-N-methylbenzenesulfonamide	small molecule	experimental			InChIKey=CAUFYHKGKDJMQG-HZPDHXFCSA-N	InChI=1S/C19H25F3N6O2S/c1-23-31(29,30)13-9-7-12(8-10-13)25-18-24-11-14(19(20,21)22)17(27-18)26-15-5-4-6-16(15)28(2)3/h7-11,15-16,23H,4-6H2,1-3H3,(H2,24,25,26,27)/t15-,16-/m1/s1	
DB08342	S-PALMITOYL-L-CYSTEINE	small molecule	experimental			InChIKey=FRAMWPHPFIXRCP-KRWDZBQOSA-N	InChI=1S/C19H37NO3S/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(21)24-16-17(20)19(22)23/h17H,2-16,20H2,1H3,(H,22,23)/t17-/m0/s1	
DB08344	4-chloro-N-(3-methoxypropyl)-N-[(3S)-1-(2-phenylethyl)piperidin-3-yl]benzamide	small molecule	experimental			InChIKey=OOUGHDJEJNMXSV-QHCPKHFHSA-N	InChI=1S/C24H31ClN2O2/c1-29-18-6-16-27(24(28)21-10-12-22(25)13-11-21)23-9-5-15-26(19-23)17-14-20-7-3-2-4-8-20/h2-4,7-8,10-13,23H,5-6,9,14-19H2,1H3/t23-/m0/s1	
DB08345	4-(2-(1H-IMIDAZOL-4-YL)ETHYLAMINO)-2-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZINE-8-CARBONITRILE	small molecule	experimental			InChIKey=IWUUKHQIKFHWIW-UHFFFAOYSA-N	InChI=1S/C17H15N9/c18-8-12-9-22-26-15(12)24-16(23-13-4-2-1-3-5-13)25-17(26)20-7-6-14-10-19-11-21-14/h1-5,9-11H,6-7H2,(H,19,21)(H2,20,23,24,25)	
DB08346	(5Z)-13-CHLORO-14,16-DIHYDROXY-3,4,7,8,9,10-HEXAHYDRO-1H-2-BENZOXACYCLOTETRADECINE-1,11(12H)-DIONE	small molecule	experimental			InChIKey=YUZYDHRGGDTZLG-DUXPYHPUSA-N	InChI=1S/C17H19ClO5/c18-16-12-9-11(19)7-5-3-1-2-4-6-8-23-17(22)15(12)13(20)10-14(16)21/h2,4,10,20-21H,1,3,5-9H2/b4-2+	
DB08347	4-{[(2S)-3-(tert-butylamino)-2-hydroxypropyl]oxy}-3H-indole-2-carbonitrile	small molecule	experimental			InChIKey=CQEFAUFOQSCRMZ-LBPRGKRZSA-N	InChI=1S/C16H21N3O2/c1-16(2,3)18-9-12(20)10-21-15-6-4-5-14-13(15)7-11(8-17)19-14/h4-6,12,18,20H,7,9-10H2,1-3H3/t12-/m0/s1	
DB08348	N~2~,N~2~-DIMETHYL-N~1~-(6-OXO-5,6-DIHYDROPHENANTHRIDIN-2-YL)GLYCINAMIDE	small molecule	experimental			InChIKey=UYJZZVDLGDDTCL-UHFFFAOYSA-N	InChI=1S/C17H17N3O2/c1-20(2)10-16(21)18-11-7-8-15-14(9-11)12-5-3-4-6-13(12)17(22)19-15/h3-9H,10H2,1-2H3,(H,18,21)(H,19,22)	
DB08349	N-cyclopropyl-3-{[1-(2,4-difluorophenyl)-7-methyl-6-oxo-6,7-dihydro-1H-pyrazolo[3,4-b]pyridin-4-yl]amino}-4-methylbenzamide	small molecule	experimental			InChIKey=WMEYCLAVMZKZCS-UHFFFAOYSA-N	InChI=1S/C24H21F2N5O2/c1-13-3-4-14(23(33)28-16-6-7-16)9-19(13)29-20-11-22(32)30(2)24-17(20)12-27-31(24)21-8-5-15(25)10-18(21)26/h3-5,8-12,16,29H,6-7H2,1-2H3,(H,28,33)	
DB08350	5-[3-(2-METHOXYPHENYL)-1H-PYRROLO[2,3-B]PYRIDIN-5-YL]-N,N-DIMETHYLPYRIDINE-3-CARBOXAMIDE	small molecule	experimental			InChIKey=GYQRHHQPEMOLKH-UHFFFAOYSA-N	InChI=1S/C22H20N4O2/c1-26(2)22(27)16-8-14(10-23-11-16)15-9-18-19(13-25-21(18)24-12-15)17-6-4-5-7-20(17)28-3/h4-13H,1-3H3,(H,24,25)	
DB08351	N-cyclopropyl-4-methyl-3-{2-[(2-morpholin-4-ylethyl)amino]quinazolin-6-yl}benzamide	small molecule	experimental			InChIKey=MNEXDVSJIUQQRH-UHFFFAOYSA-N	InChI=1S/C25H29N5O2/c1-17-2-3-19(24(31)28-21-5-6-21)15-22(17)18-4-7-23-20(14-18)16-27-25(29-23)26-8-9-30-10-12-32-13-11-30/h2-4,7,14-16,21H,5-6,8-13H2,1H3,(H,28,31)(H,26,27,29)	
DB08352	6-[4-(2-fluorophenyl)-1,3-oxazol-5-yl]-N-(1-methylethyl)-1,3-benzothiazol-2-amine	small molecule	experimental			InChIKey=FQYJTHIYAQQJAB-UHFFFAOYSA-N	InChI=1S/C19H16FN3OS/c1-11(2)22-19-23-15-8-7-12(9-16(15)25-19)18-17(21-10-24-18)13-5-3-4-6-14(13)20/h3-11H,1-2H3,(H,22,23)	
DB08353	2-(CYCLOHEXYLMETHYLAMINO)-4-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZINE-8-CARBONITRILE	small molecule	experimental			InChIKey=NCVMTHVSAJMOPI-UHFFFAOYSA-N	InChI=1S/C19H21N7/c20-11-15-13-22-26-17(15)24-18(21-12-14-7-3-1-4-8-14)25-19(26)23-16-9-5-2-6-10-16/h2,5-6,9-10,13-14H,1,3-4,7-8,12H2,(H2,21,23,24,25)	
DB08354	2-(4-CHLOROBENZYLAMINO)-4-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZINE-8-CARBONITRILE	small molecule	experimental			InChIKey=QCVULERVJOYHCP-UHFFFAOYSA-N	InChI=1S/C19H14ClN7/c20-15-8-6-13(7-9-15)11-22-18-25-17-14(10-21)12-23-27(17)19(26-18)24-16-4-2-1-3-5-16/h1-9,12H,11H2,(H2,22,24,25,26)	
DB08355	1-methyl-8-(phenylamino)-4,5-dihydro-1H-pyrazolo[4,3-h]quinazoline-3-carboxylic acid	small molecule	experimental			InChIKey=ZOBRPBVIEUWYJR-UHFFFAOYSA-N	InChI=1S/C17H15N5O2/c1-22-15-12(14(21-22)16(23)24)8-7-10-9-18-17(20-13(10)15)19-11-5-3-2-4-6-11/h2-6,9H,7-8H2,1H3,(H,23,24)(H,18,19,20)	
DB08356	4-[4-(4-methoxyphenyl)-5-methyl-1H-pyrazol-3-yl]benzene-1,3-diol	small molecule	experimental			InChIKey=GSBFARPNIZUMHA-UHFFFAOYSA-N	InChI=1S/C17H16N2O3/c1-10-16(11-3-6-13(22-2)7-4-11)17(19-18-10)14-8-5-12(20)9-15(14)21/h3-9,20-21H,1-2H3,(H,18,19)	
DB08357	1-ETHOXY-2-(2-ETHOXYETHOXY)ETHANE	small molecule	experimental			InChIKey=RRQYJINTUHWNHW-UHFFFAOYSA-N	InChI=1S/C8H18O3/c1-3-9-5-7-11-8-6-10-4-2/h3-8H2,1-2H3	
DB08358	2-(2-QUINOLIN-3-YLPYRIDIN-4-YL)-1,5,6,7-TETRAHYDRO-4H-PYRROLO[3,2-C]PYRIDIN-4-ONE	small molecule	experimental			InChIKey=OWFLADWRSCINST-UHFFFAOYSA-N	InChI=1S/C21H16N4O/c26-21-16-11-20(25-18(16)6-8-23-21)14-5-7-22-19(10-14)15-9-13-3-1-2-4-17(13)24-12-15/h1-5,7,9-12,25H,6,8H2,(H,23,26)	
DB08359	2-PHENYLAMINO-4-METHYL-5-ACETYL THIAZOLE	small molecule	experimental			InChIKey=UIIUOFPGDKBCEZ-UHFFFAOYSA-N	InChI=1S/C12H12N2OS/c1-8-11(9(2)15)16-12(13-8)14-10-6-4-3-5-7-10/h3-7H,1-2H3,(H,13,14)	
DB08360	2-(4-ETHYLPIPERAZIN-1-YL)-4-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZINE-8-CARBONITRILE	small molecule	experimental			InChIKey=BIFHJPUTQBOBGJ-UHFFFAOYSA-N	InChI=1S/C18H20N8/c1-2-24-8-10-25(11-9-24)17-22-16-14(12-19)13-20-26(16)18(23-17)21-15-6-4-3-5-7-15/h3-7,13H,2,8-11H2,1H3,(H,21,22,23)	
DB08361	2-{[(1R,2S)-2-aminocyclohexyl]amino}-4-[(3-methylphenyl)amino]pyrimidine-5-carboxamide	small molecule	experimental			InChIKey=NZNTWOVDIXCHHS-LSDHHAIUSA-N	InChI=1S/C18H24N6O/c1-11-5-4-6-12(9-11)22-17-13(16(20)25)10-21-18(24-17)23-15-8-3-2-7-14(15)19/h4-6,9-10,14-15H,2-3,7-8,19H2,1H3,(H2,20,25)(H2,21,22,23,24)/t14-,15+/m0/s1	
DB08362	N-(3-(8-CYANO-4-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZIN-2-YLAMINO)PHENYL)ACETAMIDE	small molecule	experimental			InChIKey=QVKXQLGRDOMAGC-UHFFFAOYSA-N	InChI=1S/C20H16N8O/c1-13(29)23-16-8-5-9-17(10-16)24-19-26-18-14(11-21)12-22-28(18)20(27-19)25-15-6-3-2-4-7-15/h2-10,12H,1H3,(H,23,29)(H2,24,25,26,27)	
DB08363	1-(9-ethyl-9H-carbazol-3-yl)-N-methylmethanamine	small molecule	experimental			InChIKey=LBPNOEAFWYTTEB-UHFFFAOYSA-N	InChI=1S/C16H18N2/c1-3-18-15-7-5-4-6-13(15)14-10-12(11-17-2)8-9-16(14)18/h4-10,17H,3,11H2,1-2H3	
DB08364	1-{[(1E)-(3-HYDROXY-2-METHYL-5-{[(TRIHYDROXY-LAMBDA^5^-PHOSPHANYL)OXY]METHYL}PYRIDIN-4-YL)METHYLIDENE]AMINO}UNDECAN-2-ONE	small molecule	experimental			InChIKey=VERCTSZYCODNLU-DEDYPNTBSA-N	InChI=1S/C19H33N2O6P/c1-3-4-5-6-7-8-9-10-17(22)12-20-13-18-16(14-27-28(24,25)26)11-21-15(2)19(18)23/h11,13,23-26,28H,3-10,12,14H2,1-2H3/b20-13+	
DB08365	8-bromo-4-(2-chlorophenyl)-N-(2-hydroxyethyl)-6-methyl-1,3-dioxo-1,2,3,6-tetrahydropyrrolo[3,4-e]indole-7-carboxamide	small molecule	experimental			InChIKey=XUAHLMVOYLUYSB-UHFFFAOYSA-N	InChI=1S/C20H15BrClN3O4/c1-25-12-8-10(9-4-2-3-5-11(9)22)13-15(19(28)24-18(13)27)14(12)16(21)17(25)20(29)23-6-7-26/h2-5,8,26H,6-7H2,1H3,(H,23,29)(H,24,27,28)	
DB08366	3-({3-[(1S,4aS,6S,7S,9S,9aR)-1,6-dimethyl-2-oxodecahydro-6,9-epoxy-4a,7-methanobenzo[7]annulen-1-yl]propanoyl}amino)-2,4-dihydroxybenzoic acid	small molecule	experimental			InChIKey=XADCWKSMHQPTGH-OFBLZTNGSA-N	InChI=1S/C24H29NO7/c1-22(7-6-17(28)25-18-14(26)4-3-13(19(18)29)21(30)31)16(27)5-8-24-10-12-9-15(20(22)24)32-23(12,2)11-24/h3-4,12,15,20,26,29H,5-11H2,1-2H3,(H,25,28)(H,30,31)/t12-,15+,20+,22-,23+,24+/m1/s1	
